iteration,mean_survival,mean_return,loss,mean_value,entropy,lr,eval_survival,jump_ratio,time_s
1562,27.37,21.0161,200.0687,57.2865,0.5699,1.0e-04,,,3.6
1563,25.51,19.2007,224.4043,61.9290,0.5571,1.0e-04,,,3.5
1564,26.64,20.3813,171.0875,58.0815,0.5597,1.0e-04,,,3.5
1565,26.56,20.3477,198.5965,55.6005,0.5580,1.0e-04,,,3.5
1566,26.88,20.5762,201.5647,54.3913,0.5625,1.0e-04,,,3.6
1567,26.06,20.0830,178.9709,54.3071,0.5506,1.0e-04,,,3.5
1568,25.58,19.5264,179.7124,52.2500,0.5559,1.0e-04,,,3.5
1569,26.84,20.8042,191.1050,56.7582,0.5553,1.0e-04,,,3.6
1570,25.73,19.7163,162.8773,54.3864,0.5662,1.0e-04,25.73,0.38,3.5
1571,27.23,20.8311,173.2674,56.4609,0.5665,1.0e-04,,,3.5
1572,27.98,21.2827,182.0096,59.3275,0.5593,1.0e-04,,,3.6
1573,27.14,20.3589,225.3943,59.4870,0.5607,1.0e-04,,,3.6
1574,26.88,20.2720,167.9477,54.8641,0.5678,1.0e-04,,,3.5
1575,26.82,20.3149,195.5147,54.9022,0.5651,1.0e-04,,,3.5
1576,25.97,19.5664,180.2295,54.1929,0.5668,1.0e-04,,,3.5
1577,26.23,19.9683,183.3500,59.6658,0.5643,1.0e-04,,,3.5
1578,25.76,19.4561,179.1340,54.6648,0.5646,1.0e-04,,,3.5
1579,25.61,19.3838,194.0660,56.2642,0.5626,1.0e-04,,,3.5
1580,27.99,21.5947,188.4579,52.9200,0.5505,1.0e-04,25.15,0.36,3.5
1581,26.40,20.2637,176.8956,53.4022,0.5627,1.0e-04,,,3.5
1582,26.21,20.1328,182.6765,54.0652,0.5577,1.0e-04,,,3.5
1583,26.39,20.1968,199.7149,51.5435,0.5565,1.0e-04,,,3.5
1584,27.39,20.9453,175.8457,55.8568,0.5590,1.0e-04,,,3.6
1585,27.37,20.7285,169.8723,54.5443,0.5641,1.0e-04,,,3.6
1586,27.73,21.0947,184.0533,60.9401,0.5737,1.0e-04,,,3.5
1587,26.66,20.0327,198.5591,59.6603,0.5692,1.0e-04,,,3.5
1588,26.43,20.1260,197.7059,49.4212,0.5644,1.0e-04,,,3.6
1589,28.13,21.3208,170.8984,55.1750,0.5689,1.0e-04,,,3.6
1590,27.36,20.4932,184.5064,55.9583,0.5707,1.0e-04,26.18,0.41,3.5
1591,27.36,20.8975,173.0933,57.7969,0.5676,1.0e-04,,,3.6
1592,26.65,20.1357,196.9745,54.3804,0.5634,1.0e-04,,,3.6
1593,28.18,21.6230,206.7325,61.2875,0.5590,1.0e-04,,,3.6
1594,25.90,19.6343,204.7602,60.0795,0.5507,1.0e-04,,,3.6
1595,27.57,21.1191,190.3067,55.9219,0.5679,1.0e-04,,,3.6
1596,28.37,21.7700,208.5698,56.6875,0.5699,1.0e-04,,,5.4
1597,27.33,20.7065,179.9398,57.3620,0.5735,1.0e-04,,,3.5
1598,26.71,20.2578,181.6253,56.2826,0.5742,1.0e-04,,,6.4
1599,26.38,19.6865,200.4020,57.3533,0.5736,1.0e-04,,,3.6
1600,27.19,20.6943,190.8378,57.9323,0.5598,1.0e-04,25.70,0.38,6.6
1601,26.97,20.6294,172.6822,53.9349,0.5723,1.0e-04,,,3.5
1602,26.31,19.9551,176.3949,50.3043,0.5693,1.0e-04,,,3.5
1603,26.94,20.4546,166.7588,58.3802,0.5702,1.0e-04,,,6.4
1604,26.60,20.1143,189.9847,56.0353,0.5699,1.0e-04,,,3.5
1605,26.13,19.7236,197.5550,51.8451,0.5622,1.0e-04,,,3.6
1606,27.18,20.6895,177.1823,53.3516,0.5680,1.0e-04,,,3.5
1607,26.62,20.2388,183.9556,56.4185,0.5689,1.0e-04,,,3.6
1608,26.28,19.8315,192.8198,54.6413,0.5659,1.0e-04,,,3.5
1609,26.98,20.3677,161.0709,53.7708,0.5698,1.0e-04,,,3.6
1610,26.73,20.2173,187.1910,52.6658,0.5754,1.0e-04,27.02,0.48,3.6
1611,26.15,19.7007,183.3164,53.8071,0.5723,1.0e-04,,,3.6
1612,27.12,20.2754,184.3701,54.8385,0.5745,1.0e-04,,,3.6
1613,27.45,20.6157,159.1811,55.3776,0.5709,1.0e-04,,,3.6
1614,26.80,20.2998,200.0460,54.4810,0.5676,1.0e-04,,,3.6
1615,25.91,19.5703,177.5544,52.8098,0.5718,1.0e-04,,,3.6
1616,28.88,22.3950,164.0278,53.7300,0.5636,1.0e-04,,,3.6
1617,27.49,21.0112,182.5703,56.3229,0.5671,1.0e-04,,,3.6
1618,27.55,20.9624,190.3809,54.0573,0.5715,1.0e-04,,,3.6
1619,24.69,18.4883,189.5557,49.1577,0.5759,1.0e-04,,,3.5
1620,27.72,20.9951,182.6389,58.2031,0.5766,1.0e-04,26.74,0.44,3.5
1621,27.26,20.6479,194.1810,57.0729,0.5632,1.0e-04,,,3.5
1622,26.26,19.8550,192.2281,53.4212,0.5639,1.0e-04,,,3.5
1623,26.97,20.5132,153.6307,60.0938,0.5652,1.0e-04,,,3.5
1624,27.47,20.8936,170.0690,55.8151,0.5760,1.0e-04,,,3.5
1625,26.96,20.4531,189.8346,55.1432,0.5695,1.0e-04,,,3.6
1626,27.14,20.6426,187.8500,55.9766,0.5696,1.0e-04,,,3.5
1627,27.16,20.6475,188.5563,58.6589,0.5741,1.0e-04,,,3.5
1628,25.10,19.0063,196.6870,55.2557,0.5683,1.0e-04,,,3.5
1629,26.74,20.3853,187.6842,56.6766,0.5685,1.0e-04,,,3.5
1630,26.99,20.6982,177.5546,56.7422,0.5769,1.0e-04,25.42,0.37,3.5
1631,26.45,20.2515,172.1850,54.0326,0.5647,1.0e-04,,,5.2
1632,26.88,20.5776,193.4529,52.8777,0.5640,1.0e-04,,,3.6
1633,27.64,20.8989,177.3841,52.5547,0.5717,1.0e-04,,,3.6
1634,27.65,20.7632,212.2681,57.9766,0.5708,1.0e-04,,,3.6
1635,27.61,20.9619,186.8595,52.4193,0.5779,1.0e-04,,,3.6
1636,26.24,19.7241,196.6351,54.2418,0.5689,1.0e-04,,,3.6
1637,26.59,19.8960,187.1020,53.6848,0.5729,1.0e-04,,,3.6
1638,28.34,21.4312,170.6795,54.9025,0.5770,1.0e-04,,,3.6
1639,27.46,20.6431,176.1106,56.0964,0.5717,1.0e-04,,,3.6
1640,26.15,19.3042,192.1298,55.8614,0.5717,1.0e-04,26.59,0.48,3.6
1641,26.76,20.1162,178.5224,55.6223,0.5749,1.0e-04,,,3.5
1642,26.26,19.8228,196.7176,53.2962,0.5667,1.0e-04,,,3.6
1643,27.34,20.5854,172.7169,53.4349,0.5771,1.0e-04,,,3.6
1644,25.84,19.2920,179.6450,53.1676,0.5770,1.0e-04,,,6.1
1645,27.52,20.7666,160.1848,52.5807,0.5759,1.0e-04,,,3.5
1646,25.87,19.4092,174.7713,50.8920,0.5641,1.0e-04,,,3.5
1647,27.46,20.8052,150.7858,51.9427,0.5723,1.0e-04,,,3.6
1648,26.30,19.6382,171.9698,51.2636,0.5722,1.0e-04,,,3.5
1649,26.59,19.9019,173.6342,53.6685,0.5741,1.0e-04,,,3.5
1650,26.27,19.7798,167.3290,51.2772,0.5728,1.0e-04,26.91,0.43,3.5
1651,26.54,20.0034,197.6999,54.9647,0.5727,1.0e-04,,,3.5
1652,26.03,19.6943,181.2199,48.4973,0.5687,1.0e-04,,,3.5
1653,26.81,20.5347,169.4832,52.8370,0.5553,1.0e-04,,,3.5
1654,26.60,20.1782,170.9387,53.8913,0.5640,1.0e-04,,,3.5
1655,27.91,21.5107,180.3618,55.8000,0.5663,1.0e-04,,,3.6
1656,26.85,20.7246,183.5238,56.1848,0.5574,1.0e-04,,,3.6
1657,26.29,20.2378,188.1246,56.9130,0.5467,1.0e-04,,,3.6
1658,27.45,21.2793,190.8777,58.1797,0.5540,1.0e-04,,,3.6
1659,26.20,20.0327,209.5558,55.5951,0.5529,1.0e-04,,,3.6
1660,27.38,21.0552,179.4590,55.5911,0.5483,1.0e-04,25.09,0.34,3.6
1661,26.21,20.1543,186.3706,56.0380,0.5593,1.0e-04,,,3.6
1662,28.07,21.3955,166.3071,53.8600,0.5690,1.0e-04,,,3.6
1663,28.38,21.7939,200.9845,58.9050,0.5514,1.0e-04,,,3.6
1664,27.31,20.6953,201.8841,53.5521,0.5627,1.0e-04,,,3.6
1665,26.27,20.0112,193.0730,53.9728,0.5654,1.0e-04,,,3.5
1666,26.62,20.2559,182.5479,56.9022,0.5542,1.0e-04,,,3.5
1667,26.16,19.9966,191.0667,52.8016,0.5509,1.0e-04,,,3.5
1668,26.91,20.6797,167.4333,54.2396,0.5547,1.0e-04,,,3.5
1669,26.03,19.6504,203.5135,53.4266,0.5630,1.0e-04,,,3.5
1670,28.20,21.7705,173.1067,54.4425,0.5506,1.0e-04,26.00,0.41,3.6
1671,26.76,20.4790,182.1122,52.8397,0.5575,1.0e-04,,,6.2
1672,27.00,20.5283,162.8241,54.1771,0.5595,1.0e-04,,,3.5
1673,27.56,21.2568,179.6246,54.2031,0.5631,1.0e-04,,,3.5
1674,26.52,20.3066,190.6374,54.9891,0.5461,1.0e-04,,,5.2
1675,26.84,20.6538,183.4704,52.4049,0.5567,1.0e-04,,,3.5
1676,26.46,20.1348,181.7506,54.9402,0.5683,1.0e-04,,,3.5
1677,26.80,20.4526,175.4764,56.2473,0.5593,1.0e-04,,,3.5
1678,26.83,20.3647,185.7106,53.8832,0.5628,1.0e-04,,,3.5
1679,27.31,20.7358,183.4561,56.3568,0.5673,1.0e-04,,,3.5
1680,27.35,20.7671,191.7386,53.5703,0.5609,1.0e-04,27.01,0.43,6.2
1681,26.19,19.8486,178.1142,53.3288,0.5593,1.0e-04,,,3.6
1682,27.04,20.5801,191.0402,53.5859,0.5517,1.0e-04,,,3.6
1683,27.18,21.0381,180.5150,54.7057,0.5351,1.0e-04,,,3.6
1684,27.27,21.2510,179.1974,54.0234,0.5473,1.0e-04,,,3.6
1685,26.53,20.3926,167.3605,52.6549,0.5481,1.0e-04,,,3.6
1686,27.76,21.5229,194.5972,55.2214,0.5489,1.0e-04,,,3.6
1687,25.07,19.0259,219.0370,56.1023,0.5431,1.0e-04,,,3.5
1688,27.25,20.8950,178.7349,54.7917,0.5649,1.0e-04,,,3.6
1689,26.91,20.5601,212.6967,54.4896,0.5650,1.0e-04,,,3.5
1690,27.75,21.0396,192.8343,57.9766,0.5617,1.0e-04,26.55,0.47,3.5
1691,28.74,21.9092,193.9358,57.8975,0.5652,1.0e-04,,,3.6
1692,27.61,20.9790,188.0570,56.3229,0.5663,1.0e-04,,,3.6
1693,26.85,20.2075,194.2640,55.2364,0.5646,1.0e-04,,,3.5
1694,28.21,21.8149,172.9856,62.4050,0.5537,1.0e-04,,,3.5
1695,27.01,20.8042,204.3432,61.7422,0.5412,1.0e-04,,,3.5
1696,26.75,20.7002,223.6802,62.1440,0.5386,1.0e-04,,,3.5
1697,26.66,20.4658,205.8057,62.5163,0.5428,1.0e-04,,,3.5
1698,27.04,20.7656,208.8705,56.2500,0.5436,1.0e-04,,,3.5
1699,26.61,20.2891,221.7893,55.0000,0.5461,1.0e-04,,,3.5
1700,27.42,21.3525,182.4472,56.1953,0.5455,1.0e-04,25.83,0.36,3.5
1701,26.61,20.4917,198.9859,58.2609,0.5471,1.0e-04,,,3.5
1702,27.11,20.8457,202.4597,60.7396,0.5428,1.0e-04,,,3.5
1703,27.76,21.3384,205.2409,61.1589,0.5551,1.0e-04,,,3.5
1704,25.87,19.9155,230.4139,59.2898,0.5448,1.0e-04,,,3.5
1705,27.08,20.6064,222.6420,59.4089,0.5497,1.0e-04,,,3.6
1706,26.35,20.0439,202.5441,57.7500,0.5520,1.0e-04,,,3.6
1707,27.47,21.1230,193.7275,55.6823,0.5571,1.0e-04,,,3.6
1708,25.27,19.3223,186.1396,53.6051,0.5566,1.0e-04,,,3.6
1709,25.08,18.9751,190.0273,57.5256,0.5637,1.0e-04,,,3.5
1710,28.08,21.6162,196.8063,59.4925,0.5448,1.0e-04,25.62,0.36,3.6
1711,26.19,20.0249,197.7449,56.8587,0.5575,1.0e-04,,,3.5
1712,25.90,19.8501,207.0272,57.6848,0.5485,1.0e-04,,,3.5
1713,25.96,19.8774,193.3755,58.4402,0.5355,1.0e-04,,,3.6
1714,26.49,20.4556,196.8645,55.2038,0.5424,1.0e-04,,,3.5
1715,26.09,20.2104,199.0354,57.6386,0.5256,1.0e-04,,,3.5
1716,25.86,20.0278,197.7016,55.9972,0.5371,1.0e-04,,,3.5
1717,27.17,20.9927,205.5967,55.3958,0.5417,1.0e-04,,,3.5
1718,27.72,21.7158,209.7368,59.7760,0.5315,1.0e-04,,,3.5
1719,26.63,20.5605,186.9797,60.2364,0.5335,1.0e-04,,,3.5
1720,27.17,20.7886,195.8188,56.1146,0.5514,1.0e-04,25.84,0.36,3.5
1721,26.37,20.2246,205.1680,54.7582,0.5357,1.0e-04,,,3.5
1722,27.65,21.5776,198.4582,56.9219,0.5302,1.0e-04,,,3.6
1723,26.88,20.7129,179.9840,59.6522,0.5481,1.0e-04,,,3.6
1724,27.00,20.7510,221.8385,59.0521,0.5396,1.0e-04,,,5.3
1725,27.51,21.3188,179.2679,57.9870,0.5422,1.0e-04,,,3.5
1726,26.35,20.3862,190.8391,58.3859,0.5319,1.0e-04,,,3.5
1727,26.74,20.7153,195.7315,58.4429,0.5182,1.0e-04,,,3.5
1728,26.80,20.8042,194.1458,58.0707,0.5264,1.0e-04,,,6.4
1729,26.84,20.7817,201.7407,58.8451,0.5322,1.0e-04,,,3.5
1730,26.38,20.1812,213.5910,60.3533,0.5398,1.0e-04,26.41,0.39,3.6
1731,26.91,20.6968,246.0748,60.7422,0.5341,1.0e-04,,,3.6
1732,26.53,20.0918,238.5246,59.3587,0.5467,1.0e-04,,,3.6
1733,27.04,20.3701,189.3690,60.7552,0.5522,1.0e-04,,,5.5
1734,26.96,20.4624,215.8336,60.3776,0.5477,1.0e-04,,,3.6
1735,28.33,21.5571,234.7601,60.4650,0.5515,1.0e-04,,,3.6
1736,26.76,20.0049,220.2042,60.8533,0.5565,1.0e-04,,,3.5
1737,26.77,20.0454,226.8873,61.8016,0.5496,1.0e-04,,,3.5
1738,26.73,19.9043,207.5746,58.6984,0.5510,1.0e-04,,,3.5
1739,27.25,20.2905,207.0959,58.3125,0.5565,1.0e-04,,,3.5
1740,26.12,19.4497,201.5192,56.8098,0.5583,1.0e-04,27.21,0.47,3.5
1741,26.56,19.9541,202.2494,57.1929,0.5606,1.0e-04,,,3.5
1742,28.52,21.7808,194.4614,55.3875,0.5593,1.0e-04,,,3.6
1743,27.17,20.6274,200.7874,59.7891,0.5685,1.0e-04,,,3.6
1744,26.70,20.3701,196.1677,59.1250,0.5581,1.0e-04,,,3.5
1745,26.37,19.8696,237.8164,59.0326,0.5579,1.0e-04,,,3.5
1746,27.54,20.9536,211.6878,58.5443,0.5538,1.0e-04,,,3.6
1747,27.03,20.6064,218.3242,59.7214,0.5510,1.0e-04,,,3.5
1748,26.78,20.2925,199.5009,59.3234,0.5535,1.0e-04,,,3.5
1749,27.21,20.3628,207.4366,59.4688,0.5653,1.0e-04,,,3.6
1750,26.94,20.5054,200.7030,61.0807,0.5476,1.0e-04,26.33,0.39,3.5
1751,28.62,22.0527,228.1745,63.7125,0.5493,1.0e-04,,,3.5
1752,26.99,20.6846,210.0861,59.0339,0.5472,1.0e-04,,,3.5
1753,26.72,20.6040,233.4071,61.6902,0.5447,1.0e-04,,,3.5
1754,27.09,20.8877,219.8550,60.5026,0.5459,1.0e-04,,,3.5
1755,26.90,20.5415,235.8261,59.7109,0.5503,1.0e-04,,,3.6
1756,28.45,21.8979,215.7614,67.2025,0.5447,1.0e-04,,,3.6
1757,28.14,21.6084,225.4880,60.3850,0.5469,1.0e-04,,,3.6
1758,26.50,19.9668,225.0850,61.4728,0.5487,1.0e-04,,,3.6
1759,28.32,21.7983,211.4334,64.2350,0.5532,1.0e-04,,,3.6
1760,25.40,19.3486,231.2711,57.8352,0.5513,1.0e-04,26.03,0.39,5.2
1761,27.72,21.2964,187.3196,58.0339,0.5543,1.0e-04,,,3.5
1762,26.57,20.1421,218.0024,58.1766,0.5488,1.0e-04,,,3.5
1763,27.98,21.2739,211.0259,58.7925,0.5589,1.0e-04,,,3.6
1764,26.75,20.1685,217.2052,59.1549,0.5596,1.0e-04,,,3.6
1765,26.46,20.0264,226.1734,60.3370,0.5586,1.0e-04,,,3.5
1766,26.77,20.0962,198.0592,58.9918,0.5576,1.0e-04,,,3.5
1767,27.66,20.8774,221.6597,61.1016,0.5564,1.0e-04,,,3.5
1768,27.23,20.6113,211.3030,61.8099,0.5527,1.0e-04,,,3.5
1769,27.11,20.2139,216.5315,59.1745,0.5527,1.0e-04,,,3.6
1770,27.37,20.5605,199.4760,59.8177,0.5562,1.0e-04,27.36,0.48,3.5
1771,28.06,21.2349,213.4494,61.8075,0.5535,1.0e-04,,,3.6
1772,26.28,19.9570,225.2651,59.4158,0.5500,1.0e-04,,,3.5
1773,28.01,21.3120,217.9712,63.3650,0.5510,1.0e-04,,,3.5
1774,26.73,20.1919,231.3300,58.0380,0.5581,1.0e-04,,,3.5
1775,26.51,20.0503,223.7293,57.8125,0.5489,1.0e-04,,,3.5
1776,27.43,20.7144,210.1329,60.1484,0.5568,1.0e-04,,,3.6
1777,27.17,20.6328,229.7746,59.4766,0.5593,1.0e-04,,,3.5
1778,27.81,21.0493,219.5774,61.2656,0.5578,1.0e-04,,,3.6
1779,25.99,19.6294,223.6741,55.6712,0.5493,1.0e-04,,,3.6
1780,28.19,21.3853,212.4109,59.4925,0.5474,1.0e-04,26.97,0.43,3.6
1781,27.09,20.5493,236.6941,56.0417,0.5514,1.0e-04,,,3.6
1782,26.47,19.9766,208.3962,57.5815,0.5569,1.0e-04,,,3.6
1783,28.31,21.5522,177.7404,59.6175,0.5560,1.0e-04,,,3.6
1784,26.69,20.2881,222.3286,60.3533,0.5539,1.0e-04,,,3.6
1785,27.07,20.4048,206.4133,62.7135,0.5543,1.0e-04,,,3.6
1786,27.46,20.8257,218.5076,59.4870,0.5571,1.0e-04,,,3.6
1787,28.52,21.9956,221.6137,61.4900,0.5534,1.0e-04,,,3.6
1788,27.05,20.6758,237.0232,60.0365,0.5584,1.0e-04,,,3.6
1789,27.05,20.5669,199.5148,60.9688,0.5576,1.0e-04,,,3.6
1790,26.87,20.6113,207.3602,57.0054,0.5502,1.0e-04,25.63,0.35,3.5
1791,26.65,20.4663,201.9585,54.8533,0.5483,1.0e-04,,,3.5
1792,26.91,20.9590,197.9057,55.2943,0.5378,1.0e-04,,,3.5
1793,26.25,20.3037,211.7706,61.9185,0.5351,1.0e-04,,,3.6
1794,25.62,19.4551,203.0986,51.9261,0.5462,1.0e-04,,,3.5
1795,26.61,20.4790,203.6656,61.3668,0.5471,1.0e-04,,,3.5
1796,26.88,20.5107,186.3930,53.4891,0.5524,1.0e-04,,,3.5
1797,28.37,21.8584,180.6694,59.2500,0.5496,1.0e-04,,,3.5
1798,26.79,20.3813,198.0539,57.0571,0.5496,1.0e-04,,,3.5
1799,27.46,21.1538,247.9926,57.5078,0.5444,1.0e-04,,,3.5
1800,25.96,19.5723,206.4960,57.1196,0.5553,1.0e-04,26.00,0.39,3.5
1801,26.85,20.5483,191.6220,60.1060,0.5570,1.0e-04,,,3.5
1802,26.50,20.3379,209.0243,60.5516,0.5518,1.0e-04,,,3.6
1803,28.92,22.4546,185.8701,59.5250,0.5449,1.0e-04,,,3.6
1804,27.95,21.7690,194.3600,61.1050,0.5308,1.0e-04,,,3.6
1805,27.41,21.3232,239.0679,58.3880,0.5311,1.0e-04,,,3.6
1806,27.70,21.3926,220.9979,57.8411,0.5429,1.0e-04,,,3.5
1807,27.77,21.3203,202.9218,58.4896,0.5416,1.0e-04,,,3.6
1808,26.79,20.4097,206.1085,56.1549,0.5546,1.0e-04,,,3.6
1809,26.89,20.4980,173.0502,56.8152,0.5495,1.0e-04,,,3.6
1810,27.74,21.3149,193.8228,58.4583,0.5484,1.0e-04,25.79,0.37,3.5
1811,26.28,20.0322,184.8474,55.5082,0.5500,1.0e-04,,,3.5
1812,26.18,19.8687,201.3541,54.9429,0.5580,1.0e-04,,,3.6
1813,26.15,19.8491,183.6761,52.7500,0.5516,1.0e-04,,,3.5
1814,26.63,20.5522,187.1543,56.4701,0.5467,1.0e-04,,,3.5
1815,26.28,19.9688,171.9852,54.3533,0.5645,1.0e-04,,,3.5
1816,27.39,20.9683,188.6224,55.5547,0.5583,1.0e-04,,,3.6
1817,26.62,20.4121,202.0839,51.8016,0.5508,1.0e-04,,,3.5
1818,26.11,20.0605,182.8357,52.2337,0.5517,1.0e-04,,,3.5
1819,27.18,21.0137,190.3562,54.4661,0.5412,1.0e-04,,,3.6
1820,27.61,21.2329,180.2633,54.5599,0.5534,1.0e-04,26.32,0.41,3.6
1821,27.29,20.8130,174.3503,54.4635,0.5631,1.0e-04,,,3.6
1822,27.69,21.2192,185.5433,59.1849,0.5545,1.0e-04,,,3.5
1823,26.75,20.4180,190.5483,57.5353,0.5540,1.0e-04,,,3.5
1824,26.28,20.2227,203.4477,55.4891,0.5461,1.0e-04,,,3.5
1825,26.74,20.5815,185.9606,59.0625,0.5521,1.0e-04,,,3.5
1826,26.62,20.2891,210.0451,57.3125,0.5522,1.0e-04,,,3.5
1827,27.73,21.1606,170.2446,55.7500,0.5531,1.0e-04,,,3.5
1828,27.70,21.0132,189.3190,56.4453,0.5603,1.0e-04,,,3.5
1829,27.38,20.8774,180.8313,55.5104,0.5647,1.0e-04,,,3.5
1830,28.16,21.6982,179.5277,59.3700,0.5551,1.0e-04,26.03,0.36,3.6
1831,25.87,19.7529,193.0198,60.8995,0.5542,1.0e-04,,,3.6
1832,27.14,20.6636,213.7969,58.3984,0.5607,1.0e-04,,,3.6
1833,28.03,21.2026,195.4167,64.4125,0.5683,1.0e-04,,,3.6
1834,26.49,20.0127,199.1232,52.8152,0.5593,1.0e-04,,,3.5
1835,27.15,20.6523,178.5918,58.6042,0.5566,1.0e-04,,,3.6
1836,25.99,19.8433,188.6878,57.5571,0.5575,1.0e-04,,,3.6
1837,27.13,20.6978,186.5277,58.2630,0.5549,1.0e-04,,,3.5
1838,27.20,20.8843,171.8363,61.0807,0.5644,1.0e-04,,,3.5
1839,25.64,19.4526,182.0413,55.6392,0.5527,1.0e-04,,,3.5
1840,26.58,20.4365,183.3814,52.4348,0.5445,1.0e-04,25.14,0.31,3.6
1841,26.82,20.7876,193.7665,57.3370,0.5435,1.0e-04,,,3.5
1842,27.58,21.6035,194.3051,58.7500,0.5429,1.0e-04,,,3.6
1843,25.71,19.9097,197.3582,53.9233,0.5472,1.0e-04,,,3.5
1844,26.35,20.2754,219.3530,57.6304,0.5562,1.0e-04,,,3.5
1845,26.51,20.3125,207.4290,55.7745,0.5632,1.0e-04,,,3.5
1846,27.91,21.3428,213.1276,59.9740,0.5608,1.0e-04,,,3.5
1847,26.22,19.6626,219.1232,54.6467,0.5638,1.0e-04,,,3.5
1848,26.92,20.1182,187.9532,57.8698,0.5678,1.0e-04,,,3.5
1849,26.60,20.2202,226.5186,62.9592,0.5558,1.0e-04,,,3.5
1850,27.03,20.7061,205.6064,58.9375,0.5519,1.0e-04,25.12,0.30,3.5
1851,26.56,20.5825,211.6144,57.9158,0.5444,1.0e-04,,,3.5
1852,27.53,21.2798,213.9760,58.5521,0.5462,1.0e-04,,,3.6
1853,27.82,21.6191,192.7721,60.8906,0.5378,1.0e-04,,,3.6
1854,25.48,19.6963,215.6801,58.1562,0.5517,1.0e-04,,,3.6
1855,27.13,21.0293,215.8569,61.5833,0.5433,1.0e-04,,,3.6
1856,26.19,20.2651,209.4650,54.8641,0.5432,1.0e-04,,,3.6
1857,26.70,20.4932,206.7608,58.6196,0.5418,1.0e-04,,,3.6
1858,27.60,21.2363,185.8070,57.0286,0.5479,1.0e-04,,,3.6
1859,26.98,20.7168,207.1049,57.2370,0.5496,1.0e-04,,,3.6
1860,27.58,21.2808,183.2193,60.0052,0.5463,1.0e-04,26.25,0.36,3.6
1861,26.99,20.7280,194.8766,60.5130,0.5451,1.0e-04,,,3.6
1862,27.94,21.7505,194.5681,61.2575,0.5497,1.0e-04,,,6.6
1863,26.88,20.6479,224.2911,60.1522,0.5473,1.0e-04,,,3.5
1864,27.24,21.1851,208.7272,60.2995,0.5373,1.0e-04,,,3.5
1865,27.03,20.9214,224.5463,59.1823,0.5415,1.0e-04,,,3.5
1866,26.26,20.0581,215.0625,57.1576,0.5475,1.0e-04,,,3.5
1867,26.60,20.4648,207.2096,58.2527,0.5484,1.0e-04,,,3.5
1868,28.10,21.7705,186.8693,59.0975,0.5427,1.0e-04,,,3.5
1869,26.45,20.3740,206.0658,61.8560,0.5310,1.0e-04,,,3.5
1870,26.75,20.5991,197.4391,61.2418,0.5504,1.0e-04,27.14,0.38,3.5
1871,27.42,21.1182,219.0982,59.6016,0.5428,1.0e-04,,,3.5
1872,26.19,19.9463,224.6679,61.1332,0.5501,1.0e-04,,,6.1
1873,26.88,20.5073,202.5746,60.3620,0.5487,1.0e-04,,,3.5
1874,27.10,20.6479,220.5828,58.8229,0.5466,1.0e-04,,,3.5
1875,26.93,20.6221,198.3224,61.6146,0.5470,1.0e-04,,,3.5
1876,27.50,21.2080,216.4005,60.3177,0.5280,1.0e-04,,,3.6
1877,27.02,20.9775,221.4940,61.8802,0.5284,1.0e-04,,,3.6
1878,27.90,21.7920,219.6937,61.2109,0.5418,1.0e-04,,,3.6
1879,26.29,20.3955,217.7403,59.9266,0.5390,1.0e-04,,,3.6
1880,26.74,20.7271,240.8996,60.1223,0.5398,1.0e-04,27.16,0.39,3.6
1881,25.91,19.7905,215.1296,59.6359,0.5490,1.0e-04,,,3.6
1882,26.55,20.2681,203.2170,56.3668,0.5585,1.0e-04,,,3.6
1883,27.62,21.1162,197.5164,63.8750,0.5490,1.0e-04,,,3.6
1884,26.42,20.2710,217.2533,55.7201,0.5435,1.0e-04,,,3.5
1885,25.58,19.5962,204.3279,54.8608,0.5517,1.0e-04,,,3.5
1886,27.54,21.3071,216.4740,57.2812,0.5482,1.0e-04,,,3.6
1887,25.94,19.8369,203.1310,59.7310,0.5504,1.0e-04,,,3.5
1888,26.63,20.4346,199.8677,59.5435,0.5463,1.0e-04,,,3.5
1889,26.27,19.9600,203.7755,59.8995,0.5545,1.0e-04,,,3.5
1890,27.99,21.6060,209.5126,60.0750,0.5594,1.0e-04,26.78,0.38,3.5
1891,25.78,19.6040,201.4641,55.4119,0.5574,1.0e-04,,,3.5
1892,25.40,19.0781,211.7003,51.0938,0.5615,1.0e-04,,,3.5
1893,26.03,19.7495,211.2785,54.7391,0.5597,1.0e-04,,,3.5
1894,26.51,19.8882,181.3996,55.7500,0.5678,1.0e-04,,,3.5
1895,26.56,20.1895,191.2909,55.9103,0.5628,1.0e-04,,,4.7
1896,26.99,20.7251,209.0092,60.8906,0.5518,1.0e-04,,,3.8
1897,27.67,21.5879,210.3751,63.4349,0.5441,1.0e-04,,,3.5
1898,28.37,22.1816,206.2694,63.1475,0.5422,1.0e-04,,,3.6
1899,25.72,19.8960,206.5626,59.2358,0.5450,1.0e-04,,,3.5
1900,27.40,21.3027,205.8805,61.7786,0.5362,1.0e-04,26.10,0.34,3.6
1901,26.90,20.8506,219.4094,59.1354,0.5441,1.0e-04,,,3.6
1902,26.24,20.2168,215.6398,59.3207,0.5410,1.0e-04,,,3.6
1903,28.19,21.7788,212.5206,58.4300,0.5444,1.0e-04,,,3.6
1904,28.16,21.9512,213.1361,58.2025,0.5427,1.0e-04,,,3.6
